recommendation,in_manifest,public_score,public_f1,public_ap,vs_v1824a_role_changes,vs_v1824a_score_mae,vs_v1824a_score_change_gt_0p05,vs_current_role_changes,vs_current_score_mae,vs_current_score_change_gt_0p05,shared_private_rows,private_rows,public_matched,public_rows,manifest_match_type,manifest_group,manifest_order,manifest_candidate,manifest_signature_matches,private_path,public_path,sha256,prediction_signature
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.034183,30,24,0.061591,50,397,397,276,276,none,,,,,experiments/submissions/submission_v1130_nightkill_chain_private.csv,experiments/submissions/submission_v1130_nightkill_chain_public.csv,4498892f17fe15eaee9f2f231a64f85a23226bd3d413719298c4311568008f4c,fa337552ee1d1c5e25bb4a4ab97f4be62a1882f5bf86f06c546614469037ce0c
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.034183,30,24,0.061591,50,397,397,276,276,none,,,,,experiments/submissions/submission_v851_single_per_game_private.csv,experiments/submissions/submission_v851_single_per_game_public.csv,4498892f17fe15eaee9f2f231a64f85a23226bd3d413719298c4311568008f4c,fa337552ee1d1c5e25bb4a4ab97f4be62a1882f5bf86f06c546614469037ce0c
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.034183,30,24,0.061591,50,397,397,276,276,none,,,,,experiments/submissions/submission_v920_loose2_private.csv,experiments/submissions/submission_v920_loose2_public.csv,4498892f17fe15eaee9f2f231a64f85a23226bd3d413719298c4311568008f4c,fa337552ee1d1c5e25bb4a4ab97f4be62a1882f5bf86f06c546614469037ce0c
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.034183,30,24,0.061591,50,397,397,276,276,none,,,,,experiments/submissions/submission_v930_deepseek_cross_claim_private.csv,experiments/submissions/submission_v930_deepseek_cross_claim_public.csv,4498892f17fe15eaee9f2f231a64f85a23226bd3d413719298c4311568008f4c,fa337552ee1d1c5e25bb4a4ab97f4be62a1882f5bf86f06c546614469037ce0c
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.034183,30,24,0.061591,50,397,397,276,276,none,,,,,experiments/submissions/submission_v940_meta_floor_private.csv,experiments/submissions/submission_v940_meta_floor_public.csv,4498892f17fe15eaee9f2f231a64f85a23226bd3d413719298c4311568008f4c,fa337552ee1d1c5e25bb4a4ab97f4be62a1882f5bf86f06c546614469037ce0c
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.034420,30,24,0.061828,50,397,397,276,276,none,,,,,experiments/submissions/submission_v930g_katharina_only_private.csv,experiments/submissions/submission_v930g_katharina_only_public.csv,d98f75bca4cef80c14e33afd2ee61760cb0dc884d36d1a83d6173be67d67d05b,94f6676f08f01f9cfcbd85dfeda7288ffcd6f45c555cd675066debeb4df306da
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.035316,30,24,0.062725,50,397,397,276,276,none,,,,,experiments/submissions/submission_v920_anchor1_private.csv,experiments/submissions/submission_v920_anchor1_public.csv,647058f74029c7e459b9ab27f8a598bb6ed082136ecf8308190446b0b5ac89f9,e3c9217b4be0c2b4e771c9b7cd1b60aff3bc523dcb15a470f956c3be491a036e
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.035442,31,24,0.062800,51,397,397,276,276,none,,,,,experiments/submissions/submission_v853_g02_g18_private.csv,experiments/submissions/submission_v853_g02_g18_public.csv,8b0296fd126ec913838e6bc1073db4a4000de2b144ebf05cb1f323d75d92378d,bcbafb8f71b9934298f8a6517e61c0c465f46d946aadfcedeb9cbd601f4e9535
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.035442,31,24,0.062851,51,397,397,276,276,none,,,,,experiments/submissions/submission_v910_relaxed_cross_claim_private.csv,experiments/submissions/submission_v910_relaxed_cross_claim_public.csv,28ee2f3444bdd138f156d2b8b2f82ef9031fe9f89671960e3fbc70b890f66a24,456f1f1a4a3f4d6ac97ae9a3a236b437d25452943c98e75545a32e22e31d49ac
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.035442,31,24,0.060382,49,397,397,276,276,none,,,,,experiments/submissions/submission_v910b_alt_pick_private.csv,experiments/submissions/submission_v910b_alt_pick_public.csv,fcdd92a2d29176a6003cab910fa963359725015a5194a48bee0e4225440667df,6306a6d98a6f6a6af1f830922a1f1ff52652fec3358b0b84aa3c28bff585d564
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.035442,31,24,0.060382,49,397,397,276,276,none,,,,,experiments/submissions/submission_v930f_dieter_only_private.csv,experiments/submissions/submission_v930f_dieter_only_public.csv,94999ea2bf1770f6bff187c0575067e24fbcfa9087c567c6f7db67a804066933,da58e969a8e342723d838b2aa8c05ba918e64cd04f46fcce63a7196401b57c35
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.035679,31,24,0.060619,49,397,397,276,276,none,,,,,experiments/submissions/submission_v930e_no_peter_private.csv,experiments/submissions/submission_v930e_no_peter_public.csv,5aa28143ea001e2133c5695b5bb6306dd5a2ad6ba1a955fbf9675c05a425800e,30c59662e206276b3e957fedd26291d728cbfa08e6618ef4147375b2d51ba1dd
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.036576,31,24,0.063984,51,397,397,276,276,none,,,,,experiments/submissions/submission_v912_v851_plus_dieter_minus_otto_private.csv,experiments/submissions/submission_v912_v851_plus_dieter_minus_otto_public.csv,f877db82551a7d6d2facacaea9e9a466013b037a331882d4b2f20d441fd9b753,02fe2d837001e85b1ad348ce4da1d1d91d02d2be04b5054d28fe34b3856ea1a5
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.036702,32,24,0.061642,50,397,397,276,276,none,,,,,experiments/submissions/submission_v850_all_cross_claim_private.csv,experiments/submissions/submission_v850_all_cross_claim_public.csv,0cd7f15cc924f53c642836e96c357a97f69b707e04c8108f5157d605727a39c6,79cfecf9fd2a96e43b312ffcade09ae49cdd2b42e115dabe31f80869485f865a
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.036702,32,24,0.064009,52,397,397,276,276,none,,,,,experiments/submissions/submission_v852_g02_only_private.csv,experiments/submissions/submission_v852_g02_only_public.csv,91b81fb14c29177568b44c825ec824c22697fc851e2b49e0137ac7fb52665777,c515f8e51d051aadaf8b7a64b0d405df71703905638dbef97a7dd3848a086f0c
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.036702,32,24,0.061642,50,397,397,276,276,none,,,,,experiments/submissions/submission_v860_v851_plus_g03_private.csv,experiments/submissions/submission_v860_v851_plus_g03_public.csv,0cd7f15cc924f53c642836e96c357a97f69b707e04c8108f5157d605727a39c6,79cfecf9fd2a96e43b312ffcade09ae49cdd2b42e115dabe31f80869485f865a
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.036939,32,24,0.061878,50,397,397,276,276,none,,,,,experiments/submissions/submission_v930d_full_private.csv,experiments/submissions/submission_v930d_full_public.csv,9de9c0069c04234c759c5d1f5d68d5359dad80ba841f1364f74ee9a13faafad3,3b7aef39c8a2cb62e814f5b222a2a9a5cd712375b665957f4b2f6e3b2ecf5c90
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.037961,33,24,0.065218,53,397,397,276,276,none,,,,,experiments/submissions/submission_v620_black_boost_private.csv,experiments/submissions/submission_v620_black_boost_public.csv,ca2a3c63f60700d64d31e6aff25b0806629f1452208147750d9ec2dc65a67e6c,47be6eb9a525d26cc4fb0b77f893f6c5ac4c596e17a0076f6471d1260c314c9d
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.037961,33,24,0.062851,51,397,397,276,276,none,,,,,experiments/submissions/submission_v800_cross_claim_boost_private.csv,experiments/submissions/submission_v800_cross_claim_boost_public.csv,c241308d2b9f7c954af7cfa4ba5eee8f3ea11aecb4550041b4bffe871a7b7d4f,2bd9dd0d5f4c8ecba465f0a398b9126790b76c79d3658817c327498f9871f3f8
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.037961,33,24,0.062851,51,397,397,276,276,none,,,,,experiments/submissions/submission_v800_strict_private.csv,experiments/submissions/submission_v800_strict_public.csv,c241308d2b9f7c954af7cfa4ba5eee8f3ea11aecb4550041b4bffe871a7b7d4f,2bd9dd0d5f4c8ecba465f0a398b9126790b76c79d3658817c327498f9871f3f8
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.037961,33,24,0.065218,53,397,397,276,276,none,,,,,experiments/submissions/submission_v810_white_consensus_demote_private.csv,experiments/submissions/submission_v810_white_consensus_demote_public.csv,ca2a3c63f60700d64d31e6aff25b0806629f1452208147750d9ec2dc65a67e6c,47be6eb9a525d26cc4fb0b77f893f6c5ac4c596e17a0076f6471d1260c314c9d
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.037961,33,24,0.065218,53,397,397,276,276,none,,,,,experiments/submissions/submission_v820_self_reveal_boost_private.csv,experiments/submissions/submission_v820_self_reveal_boost_public.csv,ca2a3c63f60700d64d31e6aff25b0806629f1452208147750d9ec2dc65a67e6c,47be6eb9a525d26cc4fb0b77f893f6c5ac4c596e17a0076f6471d1260c314c9d
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.037961,33,24,0.062851,51,397,397,276,276,none,,,,,experiments/submissions/submission_v840_strict_stack_private.csv,experiments/submissions/submission_v840_strict_stack_public.csv,c0c7f75024a8525cebf1bd84a290024bbf8e847394830b217d698d658ef99772,2bd9dd0d5f4c8ecba465f0a398b9126790b76c79d3658817c327498f9871f3f8
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.039221,34,24,0.066427,54,397,397,276,276,none,,,,,experiments/submissions/submission_v440_madman_plus_hunter_private.csv,experiments/submissions/submission_v440_madman_plus_hunter_public.csv,e0f8b46a0279761145290dbc626fc168a6816fc6f5153d80a9275cd2a408ffb5,1051be759023fa619dfa23b518204476cead7cd49b10ffa1a939bd59a7053409
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.039221,34,24,0.066427,54,397,397,276,276,none,,,,,experiments/submissions/submission_v530_probe_v410_on_v440_private.csv,experiments/submissions/submission_v530_probe_v410_on_v440_public.csv,e0f8b46a0279761145290dbc626fc168a6816fc6f5153d80a9275cd2a408ffb5,1051be759023fa619dfa23b518204476cead7cd49b10ffa1a939bd59a7053409
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.039221,34,24,0.066427,54,397,397,276,276,none,,,,,experiments/submissions/submission_v530_safe_noop_private.csv,experiments/submissions/submission_v530_safe_noop_public.csv,e0f8b46a0279761145290dbc626fc168a6816fc6f5153d80a9275cd2a408ffb5,1051be759023fa619dfa23b518204476cead7cd49b10ffa1a939bd59a7053409
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.039221,34,24,0.066427,54,397,397,276,276,none,,,,,experiments/submissions/submission_v610_safe_noop_private.csv,experiments/submissions/submission_v610_safe_noop_public.csv,e0f8b46a0279761145290dbc626fc168a6816fc6f5153d80a9275cd2a408ffb5,1051be759023fa619dfa23b518204476cead7cd49b10ffa1a939bd59a7053409
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.039221,34,24,0.066427,54,397,397,276,276,none,,,,,experiments/submissions/submission_v610d_hunter_loose_private.csv,experiments/submissions/submission_v610d_hunter_loose_public.csv,e0f8b46a0279761145290dbc626fc168a6816fc6f5153d80a9275cd2a408ffb5,1051be759023fa619dfa23b518204476cead7cd49b10ffa1a939bd59a7053409
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.039221,34,24,0.066427,54,397,397,276,276,none,,,,,experiments/submissions/submission_v700_deepseek_consensus_private.csv,experiments/submissions/submission_v700_deepseek_consensus_public.csv,e0f8b46a0279761145290dbc626fc168a6816fc6f5153d80a9275cd2a408ffb5,1051be759023fa619dfa23b518204476cead7cd49b10ffa1a939bd59a7053409
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.039221,34,24,0.066427,54,397,397,276,276,none,,,,,experiments/submissions/submission_v700_deepseek_consensus_probe_loose_private.csv,experiments/submissions/submission_v700_deepseek_consensus_probe_loose_public.csv,e0f8b46a0279761145290dbc626fc168a6816fc6f5153d80a9275cd2a408ffb5,1051be759023fa619dfa23b518204476cead7cd49b10ffa1a939bd59a7053409
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.039221,34,24,0.066427,54,397,397,276,276,none,,,,,experiments/submissions/submission_v730_deeper_reveal_scan_private.csv,experiments/submissions/submission_v730_deeper_reveal_scan_public.csv,e0f8b46a0279761145290dbc626fc168a6816fc6f5153d80a9275cd2a408ffb5,1051be759023fa619dfa23b518204476cead7cd49b10ffa1a939bd59a7053409
not_preferred,no,0.523513875407,0.508063954617,0.533813822601,14,0.039221,34,24,0.066427,54,397,397,276,276,none,,,,,experiments/submissions/submission_v740_meta_floor_private.csv,experiments/submissions/submission_v740_meta_floor_public.csv,e0f8b46a0279761145290dbc626fc168a6816fc6f5153d80a9275cd2a408ffb5,1051be759023fa619dfa23b518204476cead7cd49b10ffa1a939bd59a7053409
not_preferred,no,0.523211682027,0.508063954617,0.533310166968,14,0.030009,24,24,0.057569,44,397,397,276,276,none,,,,,experiments/submissions/submission_v1300_glm4_borderline_private.csv,experiments/submissions/submission_v1300_glm4_borderline_public.csv,4448b028378eb7bed0998b652f2dc029ce7547a3fcd1d072b107bb9c35f514ea,737a194655030b85410bf053e0c211504844e9d5b5c0385248692216a973338e
not_preferred,no,0.522318447612,0.508063954617,0.531821442942,14,0.035442,31,24,0.060382,49,397,397,276,276,none,,,,,experiments/submissions/submission_v930c_medium_d3_private.csv,experiments/submissions/submission_v930c_medium_d3_public.csv,0c2d98f4b2e4c06d3ae16e04f9bf993ce0f812d51e13c45165017aafacc8d1fe,da58e969a8e342723d838b2aa8c05ba918e64cd04f46fcce63a7196401b57c35
not_preferred,no,0.521228267765,0.516652113367,0.524279037364,14,0.039221,34,24,0.066427,54,397,397,276,276,none,,,,,experiments/submissions/submission_v500_default_private.csv,experiments/submissions/submission_v500_default_public.csv,e0f8b46a0279761145290dbc626fc168a6816fc6f5153d80a9275cd2a408ffb5,1051be759023fa619dfa23b518204476cead7cd49b10ffa1a939bd59a7053409
not_preferred,no,0.521228267765,0.516652113367,0.524279037364,14,0.039221,34,24,0.066427,54,397,397,276,276,none,,,,,experiments/submissions/submission_v500_highscore_private.csv,experiments/submissions/submission_v500_highscore_public.csv,e0f8b46a0279761145290dbc626fc168a6816fc6f5153d80a9275cd2a408ffb5,1051be759023fa619dfa23b518204476cead7cd49b10ffa1a939bd59a7053409
not_preferred,no,0.521228267765,0.516652113367,0.524279037364,15,0.039221,35,25,0.068946,56,397,397,276,276,none,,,,,experiments/submissions/submission_v500_highscore_loose_private.csv,experiments/submissions/submission_v500_highscore_loose_public.csv,4245aa13d79c2fdd229f6d2d9d2df07e7d217decacd67911f8d39c0e391f0d13,92d352d3b87d5243009bdc8725f691745fd3876e502b27dc7bd834efe4256a9c
not_preferred,no,0.520956886798,0.508063954617,0.529552174919,26,0.043044,39,35,0.070251,59,397,397,276,276,none,,,,,experiments/submissions/submission_v610a_madman_ext_private.csv,experiments/submissions/submission_v610a_madman_ext_public.csv,a495c594207a6eeed262ccc4597e8bf94c232fb9affe4898f074d2f505da882b,f740c2e5232397ba0a73693431105d84131364a1ad9eb8e8efc3a8e5e94f24cc
not_preferred,no,0.520956886798,0.508063954617,0.529552174919,26,0.043044,39,35,0.070251,59,397,397,276,276,none,,,,,experiments/submissions/submission_v610a_v400loose_private.csv,experiments/submissions/submission_v610a_v400loose_public.csv,a495c594207a6eeed262ccc4597e8bf94c232fb9affe4898f074d2f505da882b,f740c2e5232397ba0a73693431105d84131364a1ad9eb8e8efc3a8e5e94f24cc
not_preferred,no,0.517737445059,0.493544898355,0.533865809528,55,0.051857,49,63,0.076545,67,397,397,276,276,none,,,,,experiments/submissions/submission_v410_hunter_detector_private.csv,experiments/submissions/submission_v410_hunter_detector_public.csv,d6ca430b91afcc2197f281499f38a764459dbb2d7c5e472b44fdb209e2ca35d1,cc76c6321d44da1cf932d4a76f906f3877fc6a15462029b5b7a6cf2863a572ce
not_preferred,no,0.515794511718,0.508063954617,0.520948216453,14,0.038929,32,24,0.061501,48,397,397,276,276,none,,,,,experiments/submissions/submission_v900_blanket_borderline_boost_private.csv,experiments/submissions/submission_v900_blanket_borderline_boost_public.csv,d5ae8f8011c3d5bda610a176434d675d6b5760ed3207b12d051e9ba53285ba87,bf7d8204c8935c13286ee1034a95a48817740f5584d832fd656ddf69775256e6
not_preferred,no,0.501101512955,0.451984099807,0.533846455053,42,0.040118,35,52,0.067324,55,397,397,276,276,none,,,,,experiments/submissions/submission_v400_madman_detector_private.csv,experiments/submissions/submission_v400_madman_detector_public.csv,2a3d26031e68edf391941d9309fe8177c74632b83f3026f237f810faede7e34f,7ee2223ee86ce631b426a6768066dd3648188b689eaafe0962c6d4fa50f232e1
not_preferred,no,0.499940903260,0.436315618258,0.542357759928,81,0.057850,52,89,0.082538,70,397,397,276,276,none,,,,,experiments/submissions/submission_v320_fake_medium_demote_private.csv,experiments/submissions/submission_v320_fake_medium_demote_public.csv,92325c4e2bb817af1e09f3733eeb9e459e1c6445ebaf7c0ad9abddc07cc83ca4,4ae4d712a19cfe07bda47bdc621766174c94b166e846297013bf38e87b939f9c
not_preferred,no,0.495173398188,0.436315618258,0.534411918140,81,0.050301,47,89,0.075040,65,397,397,276,276,none,,,,,experiments/submissions/submission_v250_v210a_plus_v230_private.csv,experiments/submissions/submission_v250_v210a_plus_v230_public.csv,9944e1a8171aced52b0d5365dd240c46edf02c8f101baa9655f3a0df6b7fe7a3,59bf5f59b38d6002eaced506e665862f14c58fa5216730ee4dd3486ae1398471
not_preferred,no,0.494845733020,0.436315618258,0.533865809528,81,0.050598,48,89,0.075336,66,397,397,276,276,none,,,,,experiments/submissions/submission_v310_true_seer_private.csv,experiments/submissions/submission_v310_true_seer_public.csv,09d76c077a984c2639abbd2d89bf7fd25946fff5f48feb48b54c8d5ac12876bf,17d464847cc0418c8e54d15bded6784ab8bbcd1e31fa909a902f63052602864c
not_preferred,no,0.494845733020,0.436315618258,0.533865809528,81,0.051857,49,89,0.076545,67,397,397,276,276,none,,,,,experiments/submissions/submission_v300_v260_plus_v290_private.csv,experiments/submissions/submission_v300_v260_plus_v290_public.csv,bc0d881293c00a0ed2a42c8256499e16cea49865c33733006f17740b053b13cb,f137c6e3c6fe81edb52e2a38b16c02e29e134cf3c562f0cba85105fdbecf91dd
not_preferred,no,0.494845733020,0.436315618258,0.533865809528,81,0.051857,49,89,0.076545,67,397,397,276,276,none,,,,,experiments/submissions/submission_v310_true_seer_selector_private.csv,experiments/submissions/submission_v310_true_seer_selector_public.csv,bc0d881293c00a0ed2a42c8256499e16cea49865c33733006f17740b053b13cb,f137c6e3c6fe81edb52e2a38b16c02e29e134cf3c562f0cba85105fdbecf91dd
not_preferred,no,0.494845733020,0.436315618258,0.533865809528,81,0.052238,50,89,0.076926,68,397,397,276,276,none,,,,,experiments/submissions/submission_v260_true_medium_anchor_plus_v230_private.csv,experiments/submissions/submission_v260_true_medium_anchor_plus_v230_public.csv,1695f3dfd40742794390b280b1f403a9268ffce2b21f64921d3053e5a7ad2c30,141d844d5d1fde8abcac4ddae8cc58457807833e2c4077c99f72a2b775eb57e1
not_preferred,no,0.494072918143,0.436315618258,0.532577784733,81,0.055354,53,89,0.080041,71,397,397,276,276,none,,,,,experiments/submissions/submission_v290_pattern_recall_private.csv,experiments/submissions/submission_v290_pattern_recall_public.csv,dabdcfc0860f2c2056b801369f1495fd6682d8b1f0cfec579142b209a6fa2f4e,cc06827cd742d9435fa2beb3f7c403d9d683c1a6a9caab8f2b5f32941533b5d5
not_preferred,no,0.494072918143,0.436315618258,0.532577784733,81,0.055734,54,89,0.080422,72,397,397,276,276,none,,,,,experiments/submissions/submission_v230_gemini_ablation_private.csv,experiments/submissions/submission_v230_gemini_ablation_public.csv,1534ca4a4908fbd09eb65958323b128069a1044ccadf60046fffb3336c315bf1,4b85d5f4750f44169d26858f7de2a5dc7af1b4a1288e224ef93e520e94f8c61a
not_preferred,no,0.493687337153,0.475275085893,0.505962171326,56,0.045781,42,63,0.072987,61,397,397,276,276,none,,,,,experiments/submissions/submission_v610b_madman_ext_private.csv,experiments/submissions/submission_v610b_madman_ext_public.csv,127be611aa65b190863a892fa51f7da5f1affceb34ff895588afc0b82ef1e507,b76ec8c56d32cb211d73638ed2c03d2f9f06fa40a4dde584dcc9f55bc53bcafe
not_preferred,no,0.493687337153,0.475275085893,0.505962171326,56,0.045781,42,63,0.072987,61,397,397,276,276,none,,,,,experiments/submissions/submission_v610b_v400loose_private.csv,experiments/submissions/submission_v610b_v400loose_public.csv,127be611aa65b190863a892fa51f7da5f1affceb34ff895588afc0b82ef1e507,b76ec8c56d32cb211d73638ed2c03d2f9f06fa40a4dde584dcc9f55bc53bcafe
not_preferred,no,0.492861824729,0.436315618258,0.530559295710,81,0.051442,50,89,0.076181,68,397,397,276,276,none,,,,,experiments/submissions/submission_v210a_execution_result_gate_private.csv,experiments/submissions/submission_v210a_execution_result_gate_public.csv,9a17d391a0f5136efcabce64258512ab780bff37f682912e1397c503836bc4a7,2acdd2f3ebd19255c2641dc155d49de7fd11f6e62b3318a91533e95b92d1e494
not_preferred,no,0.492861824729,0.436315618258,0.530559295710,81,0.052432,52,89,0.077171,70,397,397,276,276,none,,,,,experiments/submissions/submission_v280_llm_verify_private.csv,experiments/submissions/submission_v280_llm_verify_public.csv,8d76af203009c094a3ed7b9d5e0ac3708de16760d260135f80e5312ef6352fa9,fd44032272ba86c374687c2caa86195bd1a85e56640c3701786b22279d6c82b4
not_preferred,no,0.492535237400,0.436315618258,0.530014983494,81,0.053379,53,89,0.078067,71,397,397,276,276,none,,,,,experiments/submissions/submission_v260_true_medium_selector_anchor_private.csv,experiments/submissions/submission_v260_true_medium_selector_anchor_public.csv,7d16e4fe21ddb90469e9efa9b452d7811457d0f02e4a545559d792a711e70f4f,caf3beddeff3ae2176a639a9f359cd1920b67ea482c00fe4ce4093b747ade2c9
not_preferred,no,0.491036580072,0.435166192971,0.528283504806,87,0.093919,94,95,0.117503,110,397,397,276,276,none,,,,,experiments/submissions/submission_v99_private.csv,experiments/submissions/submission_v99_public.csv,f800d34092d0e4092457d0d6520b39f2be61ad3f39a8f4501a25a1b97910b9cf,d72e3a16ca0a8b85f6b66e7ca4abf9841afc0bea5c4f338dc71bd7846183db87
not_preferred,no,0.490489592829,0.436315618258,0.526605575877,81,0.060868,100,89,0.083708,111,397,397,276,276,none,,,,,experiments/submissions/submission_v430_confidence_rescore_private.csv,experiments/submissions/submission_v430_confidence_rescore_public.csv,1504af1a093d6e5448bbec75a05d7138ab1ad1f2a8d8dd3d02a118e0d837499e,ab9f3deb69eceed5d6439cf8f919b01fc9e2d4cc9ddb7f49584637ed26600fe5
not_preferred,no,0.490304867015,0.436315618258,0.526297699519,81,0.053528,49,89,0.078468,67,397,397,276,276,none,,,,,experiments/submissions/submission_v200c_macot_assert_medium_private.csv,experiments/submissions/submission_v200c_macot_assert_medium_public.csv,ae2d8978392ce3b97b98650afc922d86501b5f92bf6c578965e6db603fdc6eb5,ae283d1604e9ceb2517cf6b4ad856a741cb953abd99e429eb217fe4af8088190
not_preferred,no,0.490236226946,0.436315618258,0.526183299404,81,0.055103,51,89,0.080037,69,397,397,276,276,none,,,,,experiments/submissions/submission_v201c_v144_macot_assert_medium_private.csv,experiments/submissions/submission_v201c_v144_macot_assert_medium_public.csv,ecda5a704e1e58aea66bbbed2a0340bd6aab0008d8b78ac938c7617043151816,0014be7385268fbdb27a3d99a1cac70349eb6f91e2c73d5def8d7b5e81c066b4
not_preferred,no,0.490082506236,0.472976235318,0.501486686847,66,0.047823,45,73,0.075030,64,397,397,276,276,none,,,,,experiments/submissions/submission_v610c_madman_ext_private.csv,experiments/submissions/submission_v610c_madman_ext_public.csv,5a47bac864a33b32c10acb068ade25e44227c234ebb81e0e8553e552c30df2e3,a085123780561b36d4e81955a432b360b7beafb87ae8aa3ad519be8bcf79ff4c
not_preferred,no,0.490082506236,0.472976235318,0.501486686847,66,0.047823,45,73,0.075030,64,397,397,276,276,none,,,,,experiments/submissions/submission_v610c_v400loose_private.csv,experiments/submissions/submission_v610c_v400loose_public.csv,5a47bac864a33b32c10acb068ade25e44227c234ebb81e0e8553e552c30df2e3,a085123780561b36d4e81955a432b360b7beafb87ae8aa3ad519be8bcf79ff4c
not_preferred,no,0.490082506236,0.472976235318,0.501486686847,66,0.047823,45,73,0.075030,64,397,397,276,276,none,,,,,experiments/submissions/submission_v610e_combo_private.csv,experiments/submissions/submission_v610e_combo_public.csv,5a47bac864a33b32c10acb068ade25e44227c234ebb81e0e8553e552c30df2e3,a085123780561b36d4e81955a432b360b7beafb87ae8aa3ad519be8bcf79ff4c
not_preferred,no,0.490082506236,0.472976235318,0.501486686847,66,0.047823,45,73,0.075030,64,397,397,276,276,none,,,,,experiments/submissions/submission_v610e_madmanc_private.csv,experiments/submissions/submission_v610e_madmanc_public.csv,5a47bac864a33b32c10acb068ade25e44227c234ebb81e0e8553e552c30df2e3,a085123780561b36d4e81955a432b360b7beafb87ae8aa3ad519be8bcf79ff4c
not_preferred,no,0.490082506236,0.472976235318,0.501486686847,66,0.047823,45,73,0.075030,64,397,397,276,276,none,,,,,experiments/submissions/submission_v610e_v400loose_private.csv,experiments/submissions/submission_v610e_v400loose_public.csv,5a47bac864a33b32c10acb068ade25e44227c234ebb81e0e8553e552c30df2e3,a085123780561b36d4e81955a432b360b7beafb87ae8aa3ad519be8bcf79ff4c
not_preferred,no,0.489733516591,0.436315618258,0.525345448813,81,0.060235,60,89,0.084973,78,397,397,276,276,none,,,,,experiments/submissions/submission_v200h_3src_assert_medium_private.csv,experiments/submissions/submission_v200h_3src_assert_medium_public.csv,03069a9d39d6d981bc1eef95af669a27c3cb4a9c04bec07d1f7d051d38cd40dd,81f39e87a8c932959dd8af9ec17bab65589f905b724c80f3a3d66d9ebfcb1c07
not_preferred,no,0.489367898128,0.436315618258,0.524736084708,81,0.059560,59,89,0.084298,77,397,397,276,276,none,,,,,experiments/submissions/submission_v199_medium_wolf_assertions_min02_private.csv,experiments/submissions/submission_v199_medium_wolf_assertions_min02_public.csv,b3b2e265ac8dfc139e1bf015ca95ec29ff0e7b51964db68703a8266c9111610e,6524565d99345b219281cbee6081b5dff5f3d086a6bc1b20b3228d7c1870f480
not_preferred,no,0.489367898128,0.436315618258,0.524736084708,81,0.059560,59,89,0.084298,77,397,397,276,276,none,,,,,experiments/submissions/submission_v200e_assert_medium_only_private.csv,experiments/submissions/submission_v200e_assert_medium_only_public.csv,b3b2e265ac8dfc139e1bf015ca95ec29ff0e7b51964db68703a8266c9111610e,6524565d99345b219281cbee6081b5dff5f3d086a6bc1b20b3228d7c1870f480
not_preferred,no,0.487211856656,0.436315618258,0.521142682254,81,0.071613,63,89,0.091444,79,397,397,276,276,none,,,,,experiments/submissions/submission_v196_explicit_wolf_assertions_private.csv,experiments/submissions/submission_v196_explicit_wolf_assertions_public.csv,d99aa459c834d64a6076e58f2ec3c34cd22f72e13b63471b9613300d2fde2918,c1f982256e69724996f99868b35567756539c7896004559b87ec309a7d9b3d10
not_preferred,no,0.485353849256,0.436315618258,0.518046003255,81,0.049790,49,89,0.074528,67,397,397,276,276,none,,,,,experiments/submissions/submission_v260_true_medium_selector_private.csv,experiments/submissions/submission_v260_true_medium_selector_public.csv,6700226cd238b357724dabcd509ee3479c96467f0443118ef08241e8c2885ab3,02b37293b57a1b4d8c6201e0a39976411bcd90dccb1e476546ea63c12f6f4bbf
